dataset,duration,neighbours,max_no_improv,max_no_improv_ls,iterations,best_iteration,initial_costs,initial_distance,best_costs,best_distance
skas_10f,256.329932569,1..11,50,20,97,42,46520.79672297629,2198.356963670551,22210.908872772492,1453.493486119826
skas_10f,223.006575847,1..11,50,20,87,32,61673.87618394558,3227.4386620583805,24524.313006885142,1599.7756263513563
skas_10f,310.304329149,1..11,50,20,127,72,34841.36169915662,1946.090489387442,21647.912538191664,1345.3575268302636
skas_10f,284.143256287,1..11,50,20,114,59,68633.09385553995,3415.2553552357654,20732.72217106565,1275.2097855961538
skas_10f,155.718556736,1..11,50,20,58,3,33352.691763099574,1968.2339712328278,23232.77642261603,1521.0384684377732
skas_10f,179.949712182,1..11,50,20,78,23,40882.80674514975,2092.689326188632,23200.43617430717,1481.7531519198124
skas_10f,247.727224349,1..11,50,20,97,42,40541.89567325279,2547.7710562527495,22932.041362601885,1426.2849136402199
skas_10f,216.979004791,1..11,50,20,84,29,40262.06874073702,2222.847181252069,22555.880505327856,1602.5575738117686
skas_10f,320.869313662,1..11,50,20,114,59,39051.204065601596,2121.9470689696386,20795.5716699948,1283.1323458868303
skas_10f,216.389979659,1..11,50,20,85,30,48397.1183528969,2507.857125609239,21861.291917606795,1588.7742844518857
skas_10f,202.95361994,1..11,50,20,81,26,50519.04706068832,2729.95117113328,24908.94857198512,1560.0346485542568
skas_10f,167.971531196,1..11,50,20,64,9,36844.4812714511,2193.229901099058,22517.47083946704,1360.7682364865732
skas_10f,253.039829505,1..11,50,20,99,44,42376.76510306625,2040.3604012223977,22442.082411195144,1400.906318921618
skas_10f,158.237755704,1..11,50,20,62,7,50371.384267032015,2325.121731407388,25295.377423346472,1786.9688445770403
skas_10f,195.519126328,1..11,50,20,80,25,50587.78754715905,2753.744435130442,22354.73342539728,1533.7056131370657
skas_10f,165.780442775,1..11,50,20,69,14,45597.883598138425,2440.412833726819,24458.448876662438,1657.3768218093937
