dataset;duration;neighbours;max_no_improv;max_no_improv_ls;iterations;best_iteration;initial_costs;initial_distance;best_costs;best_distance
skas_4;8,354001593;1,,5;50;20;58;8;1904,0779206613943;102,07562276692195;766;36
skas_4;7,312927155;1,,5;50;20;53;3;1028,7902973396633;65,43945168133095;802,309776430734;50,518275914938926
skas_4;8,438173491;1,,5;50;20;54;4;1324,2067597929993;84,59905036964359;766;36
skas_4;8,163345164;1,,5;50;20;56;6;1028,7902973396633;65,43945168133095;802,309776430734;50,518275914938926
skas_4;8,399945817;1,,5;50;20;58;8;1028,7902973396633;65,43945168133095;766;36
skas_4;7,907482448;1,,5;50;20;54;4;1324,2067597929993;84,59905036964359;766;36
skas_4;7,129751976;1,,5;50;20;53;3;1723,1320343559642;114,07106781186548;1007,901516908344;70,62521525802828
skas_4;7,296104081;1,,5;50;20;53;3;1904,0779206613943;102,07562276692195;556,5270268524557;38,360583474096885
skas_4;7,972462846;1,,5;50;20;54;4;1324,2067597929993;84,59905036964359;766;36
skas_4;7,706461711;1,,5;50;20;54;4;1324,2067597929993;84,59905036964359;766;36
skas_4;7,84373665;1,,5;50;20;55;5;1028,7902973396633;65,43945168133095;766;36
skas_4;7,385933307;1,,5;50;20;53;3;1904,0779206613943;102,07562276692195;556,5270268524557;38,360583474096885
skas_4;7,334391056;1,,5;50;20;56;6;1904,0779206613943;102,07562276692195;556,5270268524557;38,360583474096885
skas_4;9,75778712;1,,5;50;20;67;17;1324,2067597929993;84,59905036964359;766;36
skas_4;7,356710824;1,,5;50;20;53;3;1904,0779206613943;102,07562276692195;556,5270268524557;38,360583474096885
skas_4;7,277438691;1,,5;50;20;53;3;1904,0779206613943;102,07562276692195;556,5270268524557;38,360583474096885
skas_4;8,569686592;1,,5;50;20;57;7;1324,2067597929993;84,59905036964359;766;36
skas_4;6,912135898;1,,5;50;20;53;3;1723,1320343559642;114,07106781186548;1007,901516908344;70,62521525802828
skas_4;9,72290222;1,,5;50;20;74;24;1723,1320343559642;114,07106781186548;1007,901516908344;70,62521525802828
skas_4;7,152079571;1,,5;50;20;53;3;1904,0779206613943;102,07562276692195;556,5270268524557;38,360583474096885
skas_4;7,310233124;1,,5;50;20;53;3;1028,7902973396633;65,43945168133095;802,309776430734;50,518275914938926
skas_4;6,879037468;1,,5;50;20;53;3;1723,1320343559642;114,07106781186548;1007,901516908344;70,62521525802828
skas_4;7,900220291;1,,5;50;20;55;5;1028,7902973396633;65,43945168133095;766;36
skas_4;8,226545857;1,,5;50;20;56;6;1324,2067597929993;84,59905036964359;836;43
skas_4;7,503483381;1,,5;50;20;56;6;1904,0779206613943;102,07562276692195;556,5270268524557;38,360583474096885
skas_4;7,780161504;1,,5;50;20;55;5;1028,7902973396633;65,43945168133095;766;36
skas_4;8,285654106;1,,5;50;20;54;4;1324,2067597929993;84,59905036964359;766;36
skas_4;6,923906976;1,,5;50;20;53;3;1904,0779206613943;102,07562276692195;556,5270268524557;38,360583474096885
skas_4;7,570677513;1,,5;50;20;56;6;1904,0779206613943;102,07562276692195;556,5270268524557;38,360583474096885
skas_4;7,462411691;1,,5;50;20;54;4;1324,2067597929993;84,59905036964359;766;36
