dataset,duration,neighbours,max_no_improv,max_no_improv_ls,iterations,best_iteration,initial_costs,initial_distance,best_costs,best_distance
skas_10,295.671613849,1..11,50,20,99,44,46333.1016402912,2687.1757069841283,23004.026543742224,1491.492855386159
skas_10,417.302739964,1..11,50,20,143,88,43459.15879572791,2310.7446139913136,21928.453659853836,1467.097771656871
skas_10,204.615903791,1..11,50,20,69,14,34007.480659272274,2031.6571924621114,21427.294658623126,1477.8075761389637
skas_10,390.905363047,1..11,50,20,138,83,45778.82998916195,2396.5832495749232,21653.1835334106,1600.0020425557034
skas_10,201.697887536,1..11,50,20,75,20,37518.67050934791,2085.970774769438,21488.455443731254,1480.1879169222207
skas_10,254.18008245,1..11,50,20,84,29,47086.10585206856,2579.4634143323515,21410.90248011533,1367.601216993384
skas_10,260.787268323,1..11,50,20,90,35,41253.0069786143,2271.7944187896755,21517.787662120594,1499.9980638346358
skas_10,363.882645179,1..11,50,20,126,71,44996.083189965684,2273.4984465691555,21482.670613893384,1514.3553694293898
skas_10,194.115327726,1..11,50,20,68,13,43900.263061399164,2158.967089802193,21513.05580525634,1494.6769282167409
skas_10,342.264653667,1..11,50,20,113,58,59009.36214829679,3244.8050659628243,20834.282214094208,1343.4436819453383
skas_10,384.637961629,1..11,50,20,143,88,42318.774066560785,2495.510905035499,20338.94262297014,1420.7128057491711
skas_10,428.244240454,1..11,50,20,145,90,49623.67259155768,2924.7433654126253,21274.39718293682,1461.4321905182462
skas_10,213.086109644,1..11,50,20,69,14,43113.098949933315,2055.032001892862,23153.12782105847,1436.243410271594
skas_10,177.437174264,1..11,50,20,58,3,66921.41379137286,3485.6476782780205,24477.17930579426,1426.8766379570206
skas_10,329.575950308,1..11,50,20,116,61,37358.06951557562,2084.681371783267,24821.493550786807,1538.1398891330502
skas_10,201.995184689,1..11,50,20,66,11,57898.096765936316,3155.1724096192484,23262.667513042426,1514.3893700747908
skas_10,198.002533003,1..11,50,20,73,18,34930.68292032159,1907.7386206859842,24399.653337433883,1557.7922309931173
skas_10,184.770187273,1..11,50,20,66,11,44184.986578476455,2466.4122347294856,21857.267860567023,1380.5483600649725
skas_10,317.868570805,1..11,50,20,104,49,62998.12732429493,2750.5046906537036,23159.65902401013,1662.278555692183
skas_10,278.567745328,1..11,50,20,96,41,39285.069246739055,1798.831815473979,21543.228135789843,1262.693405430132
skas_10,275.998648545,1..11,50,20,92,37,48295.76776473995,3008.439293270449,24297.196213763822,1669.4169956809394
skas_10,204.048578995,1..11,50,20,67,12,37423.68403675559,2072.097378012032,20896.044620346132,1411.2155517661024
skas_10,538.294092097,1..11,50,20,193,138,48705.55489996497,2985.7840984663526,21466.060718346016,1430.268868582716
skas_10,193.160337885,1..11,50,20,68,13,39113.970568984005,1998.6218535329265,23637.740463708175,1435.3876815923854
skas_10,226.557430864,1..11,50,20,75,20,43222.440027658646,2170.6217349397084,23404.008523897948,1531.5642152425823
skas_10,331.883829652,1..11,50,20,112,57,51451.835301699124,2511.069414508344,21565.64916853718,1476.5912762801381
skas_10,320.606830389,1..11,50,20,111,56,40246.19034535202,2209.3100953403355,22109.906021184983,1440.2214913928676
skas_10,348.807760724,1..11,50,20,112,57,42787.011061369376,2764.1406798076096,20231.19907367027,1336.396710276617
skas_10,250.059167288,1..11,50,20,84,29,40920.92546617975,2297.6832046975833,21079.37987480634,1418.5448445194265
skas_10,218.195055404,1..11,50,20,67,12,34578.750666066626,2076.3434588273035,21327.108377110624,1514.589884508407
skas_10,522.36141513,1..11,50,20,179,124,39092.86789319754,2293.839669274642,23498.756140168192,1362.9558104206506
skas_10,252.906082458,1..11,50,20,83,28,51898.966221811796,2932.637339179277,23512.14307917578,1548.2779062719003
skas_10,207.725769973,1..11,50,20,72,17,50567.90791905658,2808.63728587278,21505.958071411642,1607.2652938012611
skas_10,259.054991073,1..11,50,20,85,30,48772.97457648318,2645.3644534158043,24218.706670385724,1580.9270955575964
skas_10,200.623702278,1..11,50,20,69,14,43305.123480770555,2550.215537641442,21207.31518881071,1539.476246712344
skas_10,258.799625231,1..11,50,20,87,32,38593.1098779833,2290.296652460491,22519.492951633503,1455.3819927060858
skas_10,172.413576778,1..11,50,20,63,8,41138.57744518045,2178.028538532808,22558.004155202885,1358.880693906442
skas_10,250.56752298,1..11,50,20,91,36,58567.71269023084,2737.1818357541715,22015.841969731177,1378.3734803571788
