dataset,duration,neighbours,max_no_improv,max_no_improv_ls,iterations,best_iteration,initial_costs,initial_distance,best_costs,best_distance
skas_4,4.327694478,1..5,50,20,54,4,1213.6441100119973,86.43410700468536,556.5270268524557,38.360583474096885
skas_4,4.185308988,1..5,50,20,53,3,2539.2234925906077,181.4868329805051,836.0,43.0
skas_4,4.621447018,1..5,50,20,53,3,3089.4777123969343,164.91610116872215,1033.1665510863984,73.16227766016837
skas_4,4.697837896,1..5,50,20,62,12,3388.74884606723,176.8689560831299,1007.901516908344,70.62521525802828
skas_4,3.987631818,1..5,50,20,50,0,802.309776430734,50.518275914938926,802.309776430734,50.518275914938926
skas_4,4.532933148,1..5,50,20,56,6,2134.4033174866267,97.34742623386443,1033.1665510863984,73.16227766016837
skas_4,4.140693131,1..5,50,20,55,5,2749.663929962183,132.6954005360572,766.0,36.0
skas_4,4.508285244,1..5,50,20,62,12,1824.8491133978807,114.2065556157337,1007.901516908344,70.62521525802828
skas_4,4.504061165,1..5,50,20,59,9,2193.2696041769864,140.67571635300507,556.5270268524557,38.360583474096885
skas_4,4.180275952,1..5,50,20,53,3,2365.6836551952547,158.61820340066902,766.0,36.0
skas_4,3.986190228,1..5,50,20,53,3,2171.0,111.0,1086.3994497926315,73.770329614269
skas_4,3.971810005,1..5,50,20,52,2,1749.506880532571,123.59257551212164,1191.5223349984456,75.10777808155228
skas_4,3.68451216,1..5,50,20,50,0,1191.5223349984456,75.10777808155228,1191.5223349984456,75.10777808155228
skas_4,4.273865621,1..5,50,20,53,3,1904.0779206613943,102.07562276692195,556.5270268524557,38.360583474096885
skas_4,4.286850173,1..5,50,20,53,3,3448.4799661677134,191.93565372721403,1033.1665510863984,73.16227766016837
skas_4,4.068687331,1..5,50,20,53,3,2749.663929962183,132.6954005360572,836.0,43.0
skas_4,4.228281925,1..5,50,20,54,4,1324.2067597929993,84.59905036964359,766.0,36.0
skas_4,5.175149767,1..5,50,20,65,15,2004.0,118.0,766.0,36.0
skas_4,4.008591124,1..5,50,20,53,3,3407.0,155.0,556.5270268524557,38.360583474096885
skas_4,4.338011302,1..5,50,20,56,6,3201.6045383564656,188.1472928470851,1191.5223349984456,75.10777808155228
skas_4,4.786066302,1..5,50,20,59,9,1252.2926438487052,87.09897048752524,556.5270268524557,38.360583474096885
skas_4,4.123722378,1..5,50,20,53,3,1981.5796113457445,128.0384443526125,1086.3994497926315,73.770329614269
