dataset,duration,neighbours,max_no_improv,max_no_improv_ls,iterations,best_iteration,initial_costs,initial_distance,best_costs,best_distance
skas_10,626.448750785,1..5,50,20,179,129,35925.994219765904,1904.2405627873538,20903.04432597389,1303.7338226628012
skas_10,502.127409491,1..11,50,20,150,95,44210.038748213716,2265.2790418631953,21874.605496156073,1398.1146793737234
skas_10,231.903522782,1..11,50,20,71,16,41761.65102862888,2274.194364619155,20141.731239711895,1300.1029759004741
skas_10,238.350403114,1..11,50,20,73,18,33245.255255484255,1715.393852368682,24768.238291865215,1669.2259802843882
skas_10,311.357736521,1..11,50,20,94,39,41641.939047871674,2112.9943365027557,22084.332480522648,1507.1095468671479
skas_10,329.146884475,1..11,50,20,100,45,46391.70410179399,2447.7947766485713,20602.256147321626,1332.9192865462778
skas_10,269.786257523,1..11,50,20,81,26,33229.535621026436,1729.1106319671644,22520.061676331625,1264.3600979855185
skas_10,302.55108939,1..11,50,20,94,39,25363.247201053473,1584.9726763514736,23328.41370664911,1486.6521584658178
skas_10,246.128220749,1..11,50,20,75,20,38150.1499657496,2122.0289277362376,21734.001362222072,1389.8225635464648
skas_10,202.082454928,1..11,50,20,63,8,53859.295213679114,2887.447083959285,22021.035250352677,1505.390910772683
skas_10,351.482130492,1..11,50,20,111,56,37044.60126539235,1809.3087449556497,19205.196030338637,1238.9365837663568
skas_10,233.388580393,1..11,50,20,75,20,41435.46318770395,2274.7636401390387,23170.88631208312,1476.313279336425
skas_10,371.661275853,1..11,50,20,108,53,50861.12290343846,2419.701944538642,22726.234326283382,1305.661101480887
skas_10,247.411421217,1..11,50,20,76,21,53412.44655509935,2790.4905972112388,23455.527758409153,1516.8907199243722
skas_10,358.324057413,1..11,50,20,103,48,51083.22162747992,2704.9432398225936,20712.01203964319,1345.3759179080757
skas_10,352.139866014,1..11,50,20,109,54,40719.030841118605,1827.1230286881566,21805.57666606151,1506.5022714564964
skas_10,290.344005661,1..11,50,20,94,39,54142.386133343076,2953.0441746026927,23620.94291163989,1618.3705771528412
