dataset,duration,neighbours,max_duration,max_duration_ls,iterations,best_iteration,initial_costs,initial_distance,best_costs,best_distance
skas_12st,245.021299375,1..23,240,5,49,3,70154.72932274596,2689.153017767961,39550.51769586071,1723.946829899925
skas_12st+,245.021299375,1..23,240,5,49,3,80555.83106717464,3022.5956048348353,50938.51409732592,2198.0871192295535
skas_12st,245.021614624,1..23,240,5,49,6,91978.38162912981,3518.7925265133586,35127.20044191921,1520.557063426285
skas_12st+,245.021614624,1..23,240,5,49,6,101586.18621208872,3922.692158118018,53339.98806064075,2242.908998437129
skas_12st,245.020712345,1..23,240,5,49,8,56275.37151572107,2147.636380214794,37297.047180259906,1629.7418781031895
skas_12st+,245.020712345,1..23,240,5,49,8,69680.27152998857,2650.5470068243294,49668.711955692794,2105.8591131917306
skas_12st,245.01797432,1..23,240,5,49,4,84489.99655587104,3123.5071281349087,39916.67514656314,1687.5100104503338
skas_12st+,245.01797432,1..23,240,5,49,4,91003.73568202501,3390.8674314843415,49560.163405357656,2054.621336584197
skas_12st,245.021846566,1..23,240,5,49,6,66590.31247295336,2466.300481751656,36079.49705951068,1560.469323289323
skas_12st+,245.021846566,1..23,240,5,49,6,72426.57199986822,2674.0556334396615,51746.7429088356,2188.8850184361213
skas_12st,245.0285847,1..23,240,5,49,6,61530.003392417486,2337.6366091162404,37654.65403193624,1584.9597197209298
skas_12st+,245.0285847,1..23,240,5,49,6,65730.19055498192,2496.497907808152,46716.29539525576,1936.3767735121146
skas_12st,245.019746911,1..23,240,5,49,10,59958.49039741231,2101.842841972115,35691.67222575168,1500.7746019444364
skas_12st+,245.019746911,1..23,240,5,49,10,72274.21189991948,2565.037941928168,48375.600325247644,2002.085317312342
skas_12st,245.019745148,1..23,240,5,49,9,79376.27132397685,3024.7843045793425,34575.832248665465,1464.668770649427
skas_12st+,245.019745148,1..23,240,5,49,9,86235.1883903144,3302.3892550367063,46832.10708047612,1891.3541127450596
skas_12st,245.019223477,1..23,240,5,49,8,74986.53846480096,2918.356543177205,35462.7798327355,1410.9244802796243
skas_12st+,245.019223477,1..23,240,5,49,8,78530.77932364459,3055.2143851580595,46274.90520859096,1847.5906739793782
skas_12st,240.019310821,1..23,240,5,48,25,57990.70683528745,2262.8706138953107,34956.75968285564,1466.6977594398263
skas_12st+,240.019310821,1..23,240,5,48,25,69152.83524666945,2699.347382111641,47528.93292694577,1956.1665330450514
skas_12st,245.01948745,1..23,240,5,49,16,70796.33841767731,3024.8271246786944,38028.013663466016,1641.5373947813066
skas_12st+,245.01948745,1..23,240,5,49,16,76384.4054719529,3204.01022106608,53534.306549113004,2197.1421059687505
skas_12st,245.024641715,1..23,240,5,49,9,85017.54249128226,3103.846176188314,34986.99595777807,1482.296001255742
skas_12st+,245.024641715,1..23,240,5,49,9,94985.7058318749,3495.5893544318405,46687.25132450159,1907.7999120672014
skas_12st,245.021197258,1..23,240,5,49,15,80158.8119288395,3045.524827851864,36632.483560767345,1508.4087370412212
skas_12st+,245.021197258,1..23,240,5,49,15,85929.906049689,3290.374268652825,50577.41848399638,2058.5489507904285
skas_12st,245.019470993,1..23,240,5,49,3,68308.0060675077,2614.5274661359563,39619.785237011696,1567.9177036358112
skas_12st+,245.019470993,1..23,240,5,49,3,75270.20651686618,2881.031041257675,45571.49020808392,1811.78223265817
skas_12st,245.018987244,1..23,240,5,49,3,78402.09160869784,2764.8719325712955,37921.41607442719,1681.5629518746346
skas_12st+,245.018987244,1..23,240,5,49,3,88027.58605203194,3115.35721962116,54499.39808274235,2355.0118872993257
skas_12st,245.018657821,1..23,240,5,49,9,78271.95239079976,2850.879033604364,36688.32172251632,1538.082929941333
skas_12st+,245.018657821,1..23,240,5,49,9,90269.66622986709,3299.090503293355,49590.60851704209,1989.8854142667142
skas_12st,245.018533096,1..23,240,5,49,6,92338.75099295042,3499.0090747559448,35284.2418793874,1485.7152769761499
skas_12st+,245.018533096,1..23,240,5,49,6,105611.2465420682,3988.5016318288517,48834.49932626485,2035.4533253872535
skas_12st,245.020358767,1..23,240,5,49,4,88018.80171968976,3392.662174164732,34889.63071972278,1448.1464926434944
skas_12st+,245.020358767,1..23,240,5,49,4,93478.40771268927,3609.494144103214,48404.754518181035,1975.828722388439
skas_12st,245.018773751,1..23,240,5,49,9,68800.03968605246,2543.0530155665324,36688.98388507755,1522.2185892258137
skas_12st+,245.018773751,1..23,240,5,49,9,80431.61697581426,2939.7312873142264,45724.570676200994,1903.8626980329616
skas_12st,245.021462542,1..23,240,5,49,15,69053.16702983345,2829.7986118177614,37199.821088939076,1587.6930861042808
skas_12st+,245.021462542,1..23,240,5,49,15,76457.12983562294,3113.872217269296,46154.987679537495,1972.8025771804928
skas_12st,245.018270943,1..23,240,5,49,31,56685.342786626665,2178.393470927979,34170.74127244778,1467.9469678626626
skas_12st+,245.018270943,1..23,240,5,49,31,68158.56523329928,2567.503850582144,45559.197310641415,1946.1214077258091
skas_12st,245.019077865,1..23,240,5,49,6,84026.80409450104,3308.428606202014,37486.199107685345,1485.232022879187
skas_12st+,245.019077865,1..23,240,5,49,6,100140.12195584153,3876.4039700942094,50148.856131061984,1999.8919904951288
skas_12st,245.019822872,1..23,240,5,49,15,64858.301673719536,2491.919663946066,34986.99595777807,1482.296001255742
skas_12st+,245.019822872,1..23,240,5,49,15,76901.98717575424,2962.9861925529617,46687.25132450159,1907.7999120672014
skas_12st,245.019147605,1..23,240,5,49,37,56673.34028644517,2273.580173444617,36045.85426047069,1459.3773977400956
skas_12st+,245.019147605,1..23,240,5,49,37,65278.0336551572,2599.944791770012,48878.01489176535,1981.604734751948
skas_12st,245.020544,1..23,240,5,49,6,89108.91169235963,3588.583383974022,34843.26845009132,1494.1528621516015
skas_12st+,245.020544,1..23,240,5,49,6,101075.30508544846,4014.7011655206143,45823.250621274114,1899.6450439940663
skas_12st,245.018531846,1..23,240,5,49,12,58887.81291336063,2339.9750781084954,35127.20044191921,1520.557063426285
skas_12st+,245.018531846,1..23,240,5,49,12,68840.58994423867,2689.912741456445,53339.98806064075,2242.908998437129
skas_12st,245.022586123,1..23,240,5,49,8,67163.91488685415,2463.0173981554094,36329.43627845839,1564.436643005531
skas_12st+,245.022586123,1..23,240,5,49,8,79874.16230793946,2906.6097826706045,52765.643351025145,2222.0684271938135
skas_12st,240.021549584,1..23,240,5,48,25,105525.47997357215,3640.1830373373414,36701.848129019665,1546.2580835128601
skas_12st+,240.021549584,1..23,240,5,48,25,114649.91500185592,3967.4853806460105,50085.459785010054,2052.0890344273603
skas_12st,245.020895823,1..23,240,5,49,9,88947.24624147914,3238.177653769326,36893.30856358534,1520.3699467853066
skas_12st+,245.020895823,1..23,240,5,49,9,93005.05263193701,3406.1142620522937,46604.36286220028,1911.9259557530338
skas_12st,245.019121993,1..23,240,5,49,37,101911.71343926087,3689.4480617865433,33856.76903962039,1429.3370581075544
skas_12st+,245.019121993,1..23,240,5,49,37,113654.72469425628,4146.584307004662,47626.96204864858,1930.27786081013
skas_12st,245.019131026,1..23,240,5,49,6,99827.954393111,3742.9694561180045,35515.107180054954,1559.4789800005894
skas_12st+,245.019131026,1..23,240,5,49,6,106244.7809005129,4000.327904546981,53338.748701535886,2307.258286203199
skas_12st,245.019380251,1..23,240,5,49,13,72887.54555140897,2894.240740586379,35015.992714023814,1505.5822908428634
skas_12st+,245.019380251,1..23,240,5,49,13,81821.47457263977,3198.7313952191453,47990.661060466926,2005.333483604334
skas_12st,245.01927472,1..23,240,5,49,12,91252.88178894155,3607.5727715234693,34567.70270443679,1456.0550472050586
skas_12st+,245.01927472,1..23,240,5,49,12,97248.511219926,3831.6298301021325,48604.83369330369,1993.191692055146
skas_12st,245.020359019,1..23,240,5,49,33,55704.846553697054,2087.56345807414,39001.51062789307,1607.1868790575318
skas_12st+,245.020359019,1..23,240,5,49,33,64053.72713444015,2358.573668293734,50474.01169831145,2069.8885456634434
skas_12st,245.0190396,1..23,240,5,49,10,62481.53997170121,2382.2268653444285,36328.84534735272,1565.3699756022559
skas_12st+,245.0190396,1..23,240,5,49,10,76911.48407352505,2902.634824929729,47954.24638104444,2019.3471495098026
skas_12st,245.021882955,1..23,240,5,49,4,81898.30785955401,3014.9879325824127,37552.01805689535,1592.8725696212318
skas_12st+,245.021882955,1..23,240,5,49,4,86882.81613872465,3195.61825526833,48479.42478139647,2057.9606111822627
skas_12st,240.025209811,1..23,240,5,48,21,101718.75420414035,3704.4912322346736,34688.66121542638,1434.8083051741323
skas_12st+,240.025209811,1..23,240,5,48,21,114130.32526585266,4183.487793598932,47507.150243517615,1939.8735680279722
skas_12st,245.019632894,1..23,240,5,49,16,67798.9618911397,2444.328353140083,36930.50244660599,1578.0603779085297
skas_12st+,245.019632894,1..23,240,5,49,16,77407.63735060369,2812.1317177250576,50103.88325945716,2093.0899886350003
skas_12st,245.019762355,1..23,240,5,49,4,81952.74661708689,2811.08027845698,38360.17506525782,1615.7434850726934
skas_12st+,245.019762355,1..23,240,5,49,4,88320.68452312825,3038.791202417157,48410.990710953425,1982.9794466178926
skas_12st,245.019016152,1..23,240,5,49,13,95471.86990645855,3303.8993064800743,36748.910991215176,1507.8202837661072
skas_12st+,245.019016152,1..23,240,5,49,13,106299.82331875438,3732.2785629874957,47696.787846136045,1987.1252038868367
skas_12st,245.018975988,1..23,240,5,49,19,50789.297689395025,1805.1711377438662,35794.92268740805,1488.451267376176
skas_12st+,245.018975988,1..23,240,5,49,19,59998.54424657033,2133.3235759726626,52054.291215830934,2073.835667808106
skas_12st,245.0194988,1..23,240,5,49,49,101586.28475600615,3751.821112242175,34555.31148129129,1477.5699848861807
skas_12st+,245.0194988,1..23,240,5,49,49,112040.01865454632,4129.606060581791,47727.97738576005,1989.1823787380517
skas_12st,240.01811389,1..23,240,5,48,4,76813.14121698946,2744.5150441732935,37891.31328548744,1590.2657243563715
skas_12st+,240.01811389,1..23,240,5,48,4,89704.03938175313,3214.6448975124767,46528.6339275565,1954.110134962621
skas_12st,245.019103362,1..23,240,5,49,3,111224.66724768176,3736.7937423307617,37995.623164693716,1560.6559201984985
skas_12st+,245.019103362,1..23,240,5,49,3,121507.51709452037,4133.598612381629,50279.2218625148,2036.8318028910576
skas_12st,245.018971967,1..23,240,5,49,30,67025.74780238398,2566.1664401093703,35718.00204335746,1394.8620779901444
skas_12st+,245.018971967,1..23,240,5,49,30,81742.48995320978,3201.796347146544,47515.57011809318,1824.7257378489412
skas_12st,245.021025225,1..23,240,5,49,3,58917.32518982244,2279.963979635295,36224.31830770687,1558.3532225488116
skas_12st+,245.021025225,1..23,240,5,49,3,68922.60878300006,2669.9599455798084,52907.55454774713,2234.019114009869
skas_12st,245.019769636,1..23,240,5,49,10,79209.20830401614,3026.8855472652394,37736.72529027157,1548.677543224464
skas_12st+,245.019769636,1..23,240,5,49,10,85715.9680082401,3314.5265290048956,48528.43723139495,1975.893158043563
skas_12st,245.019383828,1..23,240,5,49,7,89403.4134967679,3202.7883023490167,38386.5096466437,1567.1057176445352
skas_12st+,245.019383828,1..23,240,5,49,7,101073.38128486667,3632.497927114658,50955.68326539524,2091.2749021783807
skas_12st,245.019134676,1..23,240,5,49,28,60718.574461896904,2363.148276581811,34755.57804091717,1473.5111312852111
skas_12st+,245.019134676,1..23,240,5,49,28,65928.952918152,2535.6746959055263,50117.54262492165,2024.8617504019894
skas_12st,245.019966475,1..23,240,5,49,15,107710.58384533178,3957.149042844869,37149.42494236613,1546.229285692869
skas_12st+,245.019966475,1..23,240,5,49,15,115494.20159818928,4218.39721254865,50462.08667512589,2053.769903799132
skas_12st,245.019487633,1..23,240,5,49,16,60819.23150126414,2182.792020974846,36246.66949062093,1548.471924868985
skas_12st+,245.019487633,1..23,240,5,49,16,67074.39538896398,2402.0547475956255,49915.175130807715,2047.7647589346775
skas_12st,245.019286401,1..23,240,5,49,10,88743.57258098014,3056.886178426632,36688.32172251632,1538.082929941333
skas_12st+,245.019286401,1..23,240,5,49,10,99251.39659985094,3408.9344875182874,49590.60851704209,1989.8854142667142
skas_12st,245.018534894,1..23,240,5,49,37,87982.297297855,3602.92865969212,36890.87738665157,1540.6462625313352
skas_12st+,245.018534894,1..23,240,5,49,37,99980.52842974626,4064.798390677441,48049.18514676975,2001.3009869129046
skas_12st,245.019755852,1..23,240,5,49,36,75029.20541835125,2696.1110903328613,34353.79932284583,1501.3197774526557
skas_12st+,245.019755852,1..23,240,5,49,36,77036.22921303315,2783.3213591048766,48020.991906435826,2033.738202615169
skas_12st,245.020329487,1..23,240,5,49,9,69751.88240866072,2575.296445032069,35562.31883488576,1437.0544939814395
skas_12st+,245.020329487,1..23,240,5,49,9,80883.74609487038,2992.390081396031,46908.54569214944,1851.2599565185308
skas_12st,245.023005741,1..23,240,5,49,6,59756.204307272455,2243.34285188547,34926.29951764377,1510.8641212123575
skas_12st+,245.023005741,1..23,240,5,49,6,71063.30591114785,2670.855892584608,45568.40576180452,1907.7126817155138
skas_12st,245.019426463,1..23,240,5,49,12,76405.16822324897,2866.2817106850903,36704.0389167002,1544.2626400550375
skas_12st+,245.019426463,1..23,240,5,49,12,88341.60111605123,3324.246799349837,52447.662428814445,2207.850545188355
skas_12st,245.02023659,1..23,240,5,49,6,67723.22896982732,2682.9698789902295,36784.45791662926,1596.469180937313
skas_12st+,245.02023659,1..23,240,5,49,6,79595.40310222312,3151.2780880277683,46828.190094013946,1982.2899859401834
skas_12st,245.019870614,1..23,240,5,49,17,70991.40723249778,2714.757496305547,36329.43627845839,1564.436643005531
skas_12st+,245.019870614,1..23,240,5,49,17,84651.87357518951,3253.5950501986404,52765.643351025145,2222.0684271938135
skas_12st,245.019364212,1..23,240,5,49,7,67191.9759214796,2413.9284385304154,36930.50244660599,1578.0603779085297
skas_12st+,245.019364212,1..23,240,5,49,7,72654.65248694157,2590.5135703362894,50103.88325945716,2093.0899886350003
skas_12st,240.018658452,1..23,240,5,48,48,76812.56082668483,2770.818068045242,35406.321171428644,1431.2752872172748
skas_12st+,240.018658452,1..23,240,5,48,48,85205.37941643102,3074.919952568805,48029.24162800733,1920.0284487214103
skas_12st,245.020534792,1..23,240,5,49,3,95112.02441938453,3276.134580893813,39363.07019775736,1741.3847733104685
skas_12st+,245.020534792,1..23,240,5,49,3,104810.86870143686,3648.4240388985622,48352.52288328881,2088.0956114152277
skas_12st,245.019923878,1..23,240,5,49,7,100750.61402465477,3838.2909364998604,34893.63365994111,1445.1633945373737
skas_12st+,245.019923878,1..23,240,5,49,7,113382.15564817144,4302.360564525114,48405.808189895484,1935.7043524053952
skas_12st,245.019857029,1..23,240,5,49,12,101560.4743665757,3775.794649224398,34567.70270443679,1456.0550472050586
skas_12st+,245.019857029,1..23,240,5,49,12,106969.27287498592,3982.826600275753,48604.83369330369,1993.191692055146
skas_12st,245.019691212,1..23,240,5,49,21,66982.95703117493,2441.6021532925047,35127.20044191921,1520.557063426285
skas_12st+,245.019691212,1..23,240,5,49,21,78858.10749906155,2821.279220613579,53339.98806064075,2242.908998437129
skas_12st,245.019855325,1..23,240,5,49,6,66175.670595471,2393.9512185093813,38470.06593895766,1617.7208193913307
skas_12st+,245.019855325,1..23,240,5,49,6,78365.17098801496,2873.326939518551,47242.097456822026,1947.3553611788439
skas_12st,245.017974443,1..23,240,5,49,21,71066.78329782354,2594.533280637285,35671.60786468915,1498.5099719721857
skas_12st+,245.017974443,1..23,240,5,49,21,83981.17987732386,3080.377549174218,51668.10306428717,2122.435859079596
skas_12st,245.018955296,1..23,240,5,49,18,88680.85963609793,3546.6781755615234,37111.289674669395,1584.8437340998832
skas_12st+,245.018955296,1..23,240,5,49,18,95097.48934771528,3779.5573641578303,51220.10873263259,2119.9636934895284
skas_12st,245.022704412,1..23,240,5,49,7,96877.40143577819,3660.703967372809,36430.68499443006,1537.2897921105764
skas_12st+,245.022704412,1..23,240,5,49,7,108102.60107418135,4120.6870960451,47829.11139080393,1986.7280171544346
skas_12st,245.019159703,1..23,240,5,49,7,96458.48624332671,3469.997705578344,36432.43208604765,1530.9890750723062
skas_12st+,245.019159703,1..23,240,5,49,7,104764.4231132372,3743.0751664752593,50701.11386996744,2060.517040759527
skas_12st,245.01996431,1..23,240,5,49,10,79564.11696242461,2901.0339079421537,36432.232585843456,1505.6718254051084
skas_12st+,245.01996431,1..23,240,5,49,10,86120.6931568733,3176.916892116437,49513.65207391019,2023.3621032359524
skas_12st,245.018939439,1..23,240,5,49,27,78886.03396311906,2850.4056181568253,35893.777519912066,1442.5255938823225
skas_12st+,245.018939439,1..23,240,5,49,27,86113.8627760219,3158.137300432059,47037.23928566251,1865.163847454466
skas_12st,245.019007217,1..23,240,5,49,3,77159.23074885471,2790.4756198513696,36669.424000102495,1576.0281004785652
skas_12st+,245.019007217,1..23,240,5,49,3,87780.07917988385,3231.950314900959,49865.65364282858,2069.494359577766
