dataset,duration,neighbours,max_duration,max_duration_ls,iterations,best_iteration,initial_costs,initial_distance,best_costs,best_distance
skas_10st,95.006118305,1..23,90,5,19,6,45744.22544459,2246.7474817324455,17658.028335305542,1226.2944062725253
skas_10st+,95.006118305,1..23,90,5,19,6,49055.59247676817,2463.3716207701573,21471.59578063343,1520.9344308399236
skas_10st,95.006220221,1..23,90,5,19,12,44118.03745074681,2072.933784565585,15783.579929841902,1147.0322777693639
skas_10st+,95.006220221,1..23,90,5,19,12,52561.29436779358,2490.4800168957963,21686.1883543794,1593.6365042281452
skas_10st,95.005900614,1..23,90,5,19,6,39774.474911281766,2233.7897919467478,16964.375178801365,1167.8480023031648
skas_10st+,95.005900614,1..23,90,5,19,6,46943.88826818372,2664.1181936720905,23003.088432175526,1553.1805993747853
skas_10st,95.006027614,1..23,90,5,19,9,40901.808892042056,2034.1763689441068,17060.468933932465,1204.1277132843209
skas_10st+,95.006027614,1..23,90,5,19,9,44125.82353526599,2297.7353623705153,24488.43595640494,1690.0486295696503
skas_10st,90.01049234,1..23,90,5,18,18,45254.80174027809,2232.5221277936253,16314.10250262603,1106.1805975444693
skas_10st+,90.01049234,1..23,90,5,18,18,48494.33208854139,2387.8831198167322,23822.245809252425,1498.6441712246897
skas_10st,95.007050256,1..23,90,5,19,12,33206.943396458766,1872.6715876906571,16043.4469204213,1184.0142686631852
skas_10st+,95.007050256,1..23,90,5,19,12,41460.54588707798,2410.4748565783743,25113.718375724515,1838.7467819444757
skas_10st,95.00698098,1..23,90,5,19,3,52521.06581179182,2734.8636704605988,17395.07734952579,1197.6302706359822
skas_10st+,95.00698098,1..23,90,5,19,3,56797.84673188666,3036.133633289535,25770.923038244535,1664.71116045236
skas_10st,95.008225419,1..23,90,5,19,16,44855.52743575922,2227.417071175125,18212.71840480835,1162.6199176987461
skas_10st+,95.008225419,1..23,90,5,19,16,53407.44432039532,2622.463619636169,25280.804902538788,1566.752606955313
skas_10st,95.006423482,1..23,90,5,19,9,38343.99763963423,2301.625476058088,15802.741183422148,1116.3815792599942
skas_10st+,95.006423482,1..23,90,5,19,9,49749.07226884209,2951.4749613282756,23610.900995722426,1601.8539150878003
skas_10st,95.007135184,1..23,90,5,19,9,33795.06105457807,2013.2181228099384,18710.655744940083,1232.6720630851187
skas_10st+,95.007135184,1..23,90,5,19,9,42401.27794159589,2414.6424501201473,25761.940126464535,1639.020599643972
skas_10st,95.013909802,1..23,90,5,19,7,39383.90865360894,1938.7716889033557,17112.56006390711,1189.5572642752259
skas_10st+,95.013909802,1..23,90,5,19,7,45442.920360530945,2288.4081865822,24943.194637713565,1555.8034374872511
skas_10st,95.006809896,1..23,90,5,19,6,51053.30713969358,2863.9048879010247,15975.721314374865,1151.1550921580122
skas_10st+,95.006809896,1..23,90,5,19,6,56801.2476919429,3173.463897841106,22509.787909229613,1618.4764274972647
skas_10st,95.012226692,1..23,90,5,19,12,47932.327986828524,2428.2973197094193,15830.840777447977,1076.0910020713036
skas_10st+,95.012226692,1..23,90,5,19,12,53698.414404545954,2801.956565412219,24147.35786706214,1503.0564339878042
skas_10st,95.006149818,1..23,90,5,19,6,40274.448793936375,2243.503258372813,16065.273220626636,1119.6115952750304
skas_10st+,95.006149818,1..23,90,5,19,6,46071.36364018008,2471.5929725281408,20632.74694264829,1407.9733074637443
skas_10st,95.005736714,1..23,90,5,19,3,31176.692095674993,1397.6600740150811,18665.319770112143,1340.4552515063717
skas_10st+,95.005736714,1..23,90,5,19,3,37083.28324263923,1669.3017171721135,24775.32523068695,1744.3691624859666
skas_10st,95.006490979,1..23,90,5,19,15,40058.960731103216,2056.9344499479835,15868.74793826309,1116.344799055114
skas_10st+,95.006490979,1..23,90,5,19,15,42727.350860475315,2207.6486128321712,22419.583462263814,1498.0064664911265
skas_10st,95.006611666,1..23,90,5,19,7,38451.72314905178,1972.3676779930915,15802.741183422148,1116.3815792599942
skas_10st+,95.006611666,1..23,90,5,19,7,48320.49380989396,2520.1680639037104,23610.900995722426,1601.8539150878003
skas_10st,95.006428928,1..23,90,5,19,16,50918.912333612396,2296.936260670037,15072.986510742083,1028.1103122054
skas_10st+,95.006428928,1..23,90,5,19,16,56319.86856106451,2541.919656076993,19892.181308697836,1328.5497713380814
skas_10st,95.006699236,1..23,90,5,19,15,34532.62144200648,2350.775419085227,17162.56020433328,1071.2845213697099
skas_10st+,95.006699236,1..23,90,5,19,15,42793.17477061982,2853.632482341523,23431.024295701107,1437.1734080741894
skas_10st,95.012826757,1..23,90,5,19,3,45456.33014873041,2538.3446368544373,16398.157465190507,1148.0482169580928
skas_10st+,95.012826757,1..23,90,5,19,3,48119.61536405634,2743.204291611732,21098.182814225947,1460.1782174930504
skas_10st,95.00756064,1..23,90,5,19,12,40278.91158569821,2238.5403888766905,16111.421722129964,1108.6051318571533
skas_10st+,95.00756064,1..23,90,5,19,12,44199.15887588278,2472.1990138009864,22065.670452011527,1446.405631225922
skas_10st,95.006180051,1..23,90,5,19,9,34442.80227798839,1639.1632333096827,16684.429940339884,1213.030269394258
skas_10st+,95.006180051,1..23,90,5,19,9,38313.41690989099,1844.0468768741039,24957.53638552314,1688.2781778658407
skas_10st,95.006035755,1..23,90,5,19,7,36653.6103851672,1849.4742165923344,16166.527105535828,1134.9500269504658
skas_10st+,95.006035755,1..23,90,5,19,7,41381.01231118167,2090.4258512922925,21430.798893090043,1438.0639634451454
skas_10st,90.005743173,1..23,90,5,18,18,45363.8108018617,2390.7457539663565,16400.68212726172,1069.726254604682
skas_10st+,90.005743173,1..23,90,5,18,18,51504.14945060764,2708.135040934938,20941.988590509456,1407.1438118507003
skas_10st,95.006527101,1..23,90,5,19,6,30960.709028959558,1665.1987976133762,16891.892814132843,1121.482493040777
skas_10st+,95.006527101,1..23,90,5,19,6,37161.43556388964,1970.99584882309,21433.096498768384,1427.7633687613763
skas_10st,95.00644667,1..23,90,5,19,10,38488.67111768056,1967.0039370612267,15072.986510742083,1028.1103122054
skas_10st+,95.00644667,1..23,90,5,19,10,42843.52834232637,2169.7542547233247,19892.181308697836,1328.5497713380814
skas_10st,95.006492193,1..23,90,5,19,3,27332.180317471997,1359.3619913761008,17153.153626576153,1227.660204657156
skas_10st+,95.006492193,1..23,90,5,19,3,32853.25644855214,1706.8587500829094,22612.47875291412,1612.974789522721
skas_10st,95.007473578,1..23,90,5,19,6,39832.02758927783,1846.0534333374812,16946.026647060644,1186.5395707860796
skas_10st+,95.007473578,1..23,90,5,19,6,43765.3235041949,2006.7663826617973,22506.361407244687,1538.6962465388356
skas_10st,95.006799472,1..23,90,5,19,9,40546.84608636355,2087.052390285911,15747.218011517014,1086.3394682879637
skas_10st+,95.006799472,1..23,90,5,19,9,44794.03346750628,2337.393512997305,24034.453972802043,1645.073197720006
skas_10st,95.006259094,1..23,90,5,19,6,41945.16869640905,2186.4451339389893,16479.459639591092,1117.710539549118
skas_10st+,95.006259094,1..23,90,5,19,6,46188.235722521036,2400.483728808793,21214.268499234404,1430.9895147485977
skas_10st,95.011759962,1..23,90,5,19,14,47026.98299751029,2352.2965604231,16721.163400057452,1198.2265781593949
skas_10st+,95.011759962,1..23,90,5,19,14,51074.87754116258,2601.56034852253,20631.859821805927,1489.6188662504196
skas_10st,95.007445516,1..23,90,5,19,9,41803.82027399534,2628.65987250678,16703.777515018817,1195.5754296998036
skas_10st+,95.007445516,1..23,90,5,19,9,47020.41262380785,2976.6656090730103,22134.334161418774,1566.1190923665326
skas_10st,95.006244903,1..23,90,5,19,12,53815.023124130355,2638.0430168193225,16994.224919355598,1123.2595144861796
skas_10st+,95.006244903,1..23,90,5,19,12,61467.84463408949,3161.2533999430593,22515.581220074426,1466.6751840599513
skas_10st,95.006344407,1..23,90,5,19,10,30841.228982575733,1543.0769757219148,17700.447154013145,1207.771592567013
skas_10st+,95.006344407,1..23,90,5,19,10,33359.186152398266,1732.7013322498763,22626.50162275991,1508.7620326469482
skas_10st,95.006669823,1..23,90,5,19,6,34423.95751544213,1749.165338782301,18008.1628110171,1268.8088992940775
skas_10st+,95.006669823,1..23,90,5,19,6,41204.555756238464,2107.8668349662457,23596.252220837647,1694.978911035581
skas_10st,95.006261635,1..23,90,5,19,3,52083.06655469932,2717.8018050383253,16111.83119143587,1121.3174670845874
skas_10st+,95.006261635,1..23,90,5,19,3,55915.16847880623,2941.176557050551,20412.47488934326,1441.2298345773486
skas_10st,95.006586312,1..23,90,5,19,3,30495.430348192815,1775.141694086612,18950.718211825213,1239.4614363795895
skas_10st+,95.006586312,1..23,90,5,19,3,37371.2043464628,2116.558410730303,21812.11102684751,1359.439751288778
skas_10st,95.010733103,1..23,90,5,19,13,35116.013839798165,2023.5169910176871,15573.498774620772,1059.7026021717056
skas_10st+,95.010733103,1..23,90,5,19,13,42431.86857220159,2325.2616756344178,19394.707986957583,1305.4374453920932
skas_10st,95.005758924,1..23,90,5,19,10,38339.31846215139,2107.650330280162,15595.195014835283,1066.8786376093506
skas_10st+,95.005758924,1..23,90,5,19,10,46410.25111878343,2571.9834539843546,20952.42327000829,1389.8534124305631
skas_10st,95.006325563,1..23,90,5,19,6,29673.940421041032,1697.7193411929723,17548.416255201482,1239.6174808121173
skas_10st+,95.006325563,1..23,90,5,19,6,38404.39405754864,2116.6765354338186,21836.37751778604,1571.2837684751494
skas_10st,90.006208617,1..23,90,5,18,18,32578.420676288635,1843.5433506255822,16485.631324646914,1138.052677766122
skas_10st+,90.006208617,1..23,90,5,18,18,38698.78042739935,2136.818834891059,21829.309410448794,1507.4934695617742
skas_10st,95.005861513,1..23,90,5,19,10,50137.1705411543,2492.5485644401037,17276.98051714753,1299.8407264134134
skas_10st+,95.005861513,1..23,90,5,19,10,57898.93651345226,2939.2006903780166,27927.692709119252,1886.125264893277
skas_10st,90.006161364,1..23,90,5,18,18,27706.685846606495,1455.1550980280306,17410.252226751036,1145.490779560329
skas_10st+,90.006161364,1..23,90,5,18,18,32693.781627625896,1705.9716664454106,22969.983379417004,1499.3481076365497
skas_10st,95.006479338,1..23,90,5,19,9,39243.87344227342,2005.7456727320105,16888.05251861511,1130.8453972475536
skas_10st+,95.006479338,1..23,90,5,19,9,46441.74908404909,2486.897780977615,25261.2133625161,1623.746776586719
skas_10st,95.006221087,1..23,90,5,19,11,35197.53295767667,1691.3706975933353,16933.15036116868,1256.1701460724978
skas_10st+,95.006221087,1..23,90,5,19,11,42262.639012957894,2047.5009176516894,24422.35995343135,1762.76468085269
skas_10st,95.00659526,1..23,90,5,19,6,28036.713596708927,1549.802645415122,15975.721314374865,1151.1550921580122
skas_10st+,95.00659526,1..23,90,5,19,6,31812.964082983002,1762.4667027177675,22509.787909229613,1618.4764274972647
skas_10st,95.006262154,1..23,90,5,19,3,40056.5076761584,1912.4843701466743,16015.04188946338,1167.0866475068583
skas_10st+,95.006262154,1..23,90,5,19,3,43275.18785896227,2114.2398523074376,20853.052008818275,1489.3172365480789
skas_10st,95.006467725,1..23,90,5,19,3,26991.159449705912,1445.9021622796583,18363.72902926066,1226.8917026361078
skas_10st+,95.006467725,1..23,90,5,19,3,34861.24899934386,1918.5442101633503,21903.288262363836,1444.1953463319091
skas_10st,95.007023697,1..23,90,5,19,6,27204.042137977125,1489.70562118253,16044.556294582664,1159.58250693745
skas_10st+,95.007023697,1..23,90,5,19,6,33634.208699575276,1870.0735706870296,22456.10476778268,1576.6201669170348
skas_10st,95.007335796,1..23,90,5,19,12,36628.68279578387,2114.474840233872,15700.431354858534,1086.8126815841874
skas_10st+,95.007335796,1..23,90,5,19,12,41785.86127075743,2426.368760537785,20138.084894345837,1387.3720418596156
skas_10st,95.006916048,1..23,90,5,19,4,26756.75529905218,1675.3652279780413,16114.82965725922,1117.3259646657161
skas_10st+,95.006916048,1..23,90,5,19,4,30856.844518967853,1867.0597978118126,20006.22198844395,1394.7190616126722
skas_10st,95.006927153,1..23,90,5,19,4,32470.518262868318,1742.2702252777203,15239.181231430814,1056.320468956837
skas_10st+,95.006927153,1..23,90,5,19,4,39155.80854388706,2078.052841972901,26177.271435965184,1542.4097151258047
skas_10st,95.005850287,1..23,90,5,19,13,41288.63990334518,2044.0544810900287,16363.467452639281,1111.4812913667085
skas_10st+,95.005850287,1..23,90,5,19,13,45235.448084036056,2282.5412705416556,27924.37568516442,1734.019761779349
skas_10st,95.00618932,1..23,90,5,19,9,40479.52090330059,2102.9943144409976,16966.484791401213,1108.8080876930474
skas_10st+,95.00618932,1..23,90,5,19,9,43847.175281445336,2323.6718823299343,24877.12349604961,1611.5322600651716
skas_10st,95.007390259,1..23,90,5,19,6,28614.402572774758,1451.9560283647038,16994.224919355598,1123.2595144861796
skas_10st+,95.007390259,1..23,90,5,19,6,32971.33065808507,1678.9885336262253,22515.581220074426,1466.6751840599513
skas_10st,95.01039553,1..23,90,5,19,3,37991.52941229406,1844.1512096920158,17161.426832080382,1170.8526340514422
skas_10st+,95.01039553,1..23,90,5,19,3,46129.35902647358,2255.076458410914,21070.37052449393,1427.0173848911909
skas_10st,95.006036865,1..23,90,5,19,9,36402.68362792125,1806.8322675361183,16856.03347157873,1260.0386290925694
skas_10st+,95.006036865,1..23,90,5,19,9,44804.51336237802,2401.134858601127,23693.0723051499,1723.1147488190811
skas_10st,95.006611522,1..23,90,5,19,6,28352.341144893624,1681.3232202683319,18332.652263629323,1295.5019639851528
skas_10st+,95.006611522,1..23,90,5,19,6,35020.548432640506,2112.455106499355,25914.804345458484,1668.7651042520852
skas_10st,95.006108056,1..23,90,5,19,6,55251.01730211419,2938.5439386431894,17207.088208844318,1184.2570724220602
skas_10st+,95.006108056,1..23,90,5,19,6,60688.47846989305,3323.789460527459,23245.352409079587,1580.0885277253235
skas_10st,95.006521943,1..23,90,5,19,3,40170.51207126507,2270.2132120436586,18657.137554793397,1249.126921011418
skas_10st+,95.006521943,1..23,90,5,19,3,43461.33352640568,2488.7635279218002,27910.167493114288,1749.1713529736003
skas_10st,95.007272024,1..23,90,5,19,3,39333.54778667207,1791.8152990300537,17188.365069908614,1059.715198026119
skas_10st+,95.007272024,1..23,90,5,19,3,43053.18609068948,2009.3707535141489,22976.466381862432,1365.5762165249457
skas_10st,95.005600367,1..23,90,5,19,6,34333.08944247994,2398.825334491086,16373.774673646063,1150.2823085243956
skas_10st+,95.005600367,1..23,90,5,19,6,40360.1440191776,2772.1278461587553,19424.649234290508,1363.2424230848862
skas_10st,95.008852997,1..23,90,5,19,6,34157.036441109834,2049.1529828905327,17052.40161950523,1130.810357485841
skas_10st+,95.008852997,1..23,90,5,19,6,41180.18940032528,2415.8271758717224,21386.06297863383,1461.1005222286237
skas_10st,95.009317053,1..23,90,5,19,17,34164.090985121926,1782.4289228728276,17905.85247171695,1273.3638762747844
skas_10st+,95.009317053,1..23,90,5,19,17,39432.88631619485,2079.532043842619,23417.917988908874,1597.9720147955713
skas_10st,95.006697178,1..23,90,5,19,3,34647.45792578938,1714.7108607376317,17217.950412782062,1253.965027605304
skas_10st+,95.006697178,1..23,90,5,19,3,42573.7928399683,2134.0780049318055,25540.396066247584,1817.4335668673677
skas_10st,95.006726189,1..23,90,5,19,6,54183.87178590302,2633.490364226369,17331.50055994548,1251.8934634065508
skas_10st+,95.006726189,1..23,90,5,19,6,61677.97577603438,3012.403307860204,21770.03061759403,1624.9544092585843
skas_10st,95.006572189,1..23,90,5,19,13,34584.803212857485,2088.7924483948846,15910.004613005634,1152.674484831206
skas_10st+,95.006572189,1..23,90,5,19,13,39279.73633110302,2398.0281641197807,24743.033654259725,1674.973666774327
skas_10st,95.006333139,1..23,90,5,19,15,47909.9032504935,2489.0294525992517,19689.25102337985,1262.7808545919868
skas_10st+,95.006333139,1..23,90,5,19,15,56918.638814946484,2882.50066812125,24391.707887856257,1544.6987798497166
skas_10st,95.007245694,1..23,90,5,19,9,59252.90425374851,2585.685950539812,17597.829128116937,1164.8222427413548
skas_10st+,95.007245694,1..23,90,5,19,9,65177.617848269096,2904.3982061504225,21559.047354164097,1423.220049498219
skas_10st,90.006181886,1..23,90,5,18,18,49020.492732024795,2917.9597398255078,16747.53419692935,1272.5784310529712
skas_10st+,90.006181886,1..23,90,5,18,18,53873.61344848791,3131.5853749193925,24493.772526339104,1750.7679625360386
skas_10st,95.007027853,1..23,90,5,19,3,44597.901591531605,2267.191609705956,19421.997490539332,1248.0813780261333
skas_10st+,95.007027853,1..23,90,5,19,3,51564.63307436872,2623.805186794411,25650.983929589336,1580.467429769703
skas_10st,95.012162141,1..23,90,5,19,9,38907.43603854755,2036.920645205848,16409.152927040126,1103.6913408183532
skas_10st+,95.012162141,1..23,90,5,19,9,47593.12957336602,2501.050285574476,19239.87586782464,1322.850515631119
skas_10st,95.006604803,1..23,90,5,19,7,40984.805551131205,2209.1632733627175,17516.854653431936,1140.274184175261
skas_10st+,95.006604803,1..23,90,5,19,7,43712.223258104175,2343.109571486499,25989.92763615027,1637.9166725747111
skas_10st,95.006216874,1..23,90,5,19,15,36456.57489454636,1888.4336824853383,15356.532900223598,1057.0832066072005
skas_10st+,95.006216874,1..23,90,5,19,15,39242.2065793294,2080.0503509780524,19867.204992263647,1352.140111852531
skas_10st,95.006797563,1..23,90,5,19,6,29513.75237868514,1597.928880663669,16836.216156283303,1165.6143350099449
skas_10st+,95.006797563,1..23,90,5,19,6,33001.1139473468,1822.966292034465,24954.863090742296,1739.4803123934453
skas_10st,95.006182098,1..23,90,5,19,3,30680.165440758545,1664.4173525646993,17604.744219647975,1202.9234405231703
skas_10st+,95.006182098,1..23,90,5,19,3,37421.29013211387,2136.7647573090712,22571.73449472388,1552.849309688068
skas_10st,90.005665669,1..23,90,5,18,18,38072.96502818701,2030.920732656093,16111.421722129964,1108.6051318571533
skas_10st+,90.005665669,1..23,90,5,18,18,42142.99343818902,2262.362490976792,22065.670452011527,1446.405631225922
skas_10st,95.006806666,1..23,90,5,19,6,31447.698601644275,1953.9276477199976,16085.217473007937,1161.8007811749228
skas_10st+,95.006806666,1..23,90,5,19,6,35987.101911916376,2192.975698505525,25773.171505872502,1826.7983899566593
skas_10st,95.006306678,1..23,90,5,19,9,62487.21667310682,3033.066209549576,15204.537029500627,1045.1852481498706
skas_10st+,95.006306678,1..23,90,5,19,9,69591.2605527742,3463.8251935395638,21240.178501287228,1393.8048979293326
