dataset,duration,neighbours,max_no_improv,max_no_improv_ls,iterations,best_iteration,initial_costs,initial_distance,best_costs,best_distance
skas_12s_950+,5.702117059,1..23,200,50,264,57,77048.5751453758,2938.716067484267,51634.4620608842,2000.731763155862
skas_12s_950,11.747412369,1..23,200,50,510,303,70697.62862403407,2563.5491617336834,38251.07789807546,1631.5550433402245
skas_12s_950+,11.747412369,1..23,200,50,510,303,84121.98779731756,3087.9240889256203,51056.11787433228,2203.271843470244
skas_12s_950,12.71636829,1..23,200,50,566,359,67630.48070379935,2428.458506349603,39844.83636190011,1654.5654672243757
skas_12s_950+,12.71636829,1..23,200,50,566,359,83678.78609899204,3051.075628319918,53342.21878710831,2175.0181588288856
skas_12s_950,5.9354267,1..23,200,50,263,56,66634.47318576847,2460.740587792792,36191.98683338806,1590.6071194272886
skas_12s_950+,5.9354267,1..23,200,50,263,56,78637.92296788974,2941.3901845495648,53353.462848929645,2313.7266117920954
skas_12s_950,6.429781999,1..23,200,50,294,87,64437.64315828913,2597.229760297092,36994.776666208694,1498.5718024078078
skas_12s_950+,6.429781999,1..23,200,50,294,87,68364.3186015808,2784.7836689288647,47969.91056907353,1920.0517106323227
skas_12s_950,9.711751693,1..23,200,50,429,222,77008.28129004585,2930.911274414318,37311.27741892475,1557.971887292324
skas_12s_950+,9.711751693,1..23,200,50,429,222,86381.47703475533,3315.9829476711957,48301.82579189794,1981.1580555561184
skas_12s_950,5.849822147,1..23,200,50,261,54,65196.11921641844,2347.402074917966,39008.56097139494,1624.0426829953217
skas_12s_950+,5.849822147,1..23,200,50,261,54,77192.850750944,2834.583286679169,48327.39390560531,1956.3642775721785
skas_12s_950,6.467468498,1..23,200,50,283,76,69174.77479793769,2405.4324885986475,37885.89397208766,1474.8794651459177
skas_12s_950+,6.467468498,1..23,200,50,283,76,75109.71370122377,2696.850159635618,48682.42412156705,1934.0434915247256
skas_12s_950,10.916966845,1..23,200,50,477,270,77317.4608156451,2869.6995995527923,37407.285512982286,1502.8471529570897
skas_12s_950+,10.916966845,1..23,200,50,477,270,88429.05391153254,3288.6365545017147,50223.7708780396,1994.4630905739366
skas_12s_950,9.044158718,1..23,200,50,402,195,59894.150773465175,2325.2006648788883,38882.88800772178,1706.7489101642127
skas_12s_950+,9.044158718,1..23,200,50,402,195,63984.795067567786,2445.1581543089983,49250.92656480585,2117.660718202784
skas_12s_950,10.124893774,1..23,200,50,429,222,85899.00291226397,3207.5879330176567,36843.911768854756,1562.1371685029324
skas_12s_950+,10.124893774,1..23,200,50,429,222,89916.59549789538,3367.258940464812,49064.73254927386,2035.0691495724766
skas_12s_950,9.940978999,1..23,200,50,453,246,105342.50060069439,3758.192227031929,37763.3157644081,1587.4158786658186
skas_12s_950+,9.940978999,1..23,200,50,453,246,114978.42654500248,4100.53487125122,49321.35238774343,2072.2883495012675
skas_12s_950,5.76331092,1..23,200,50,246,39,97683.67265960269,3589.815934722481,35575.50998802887,1516.2937046569473
skas_12s_950+,5.76331092,1..23,200,50,246,39,105387.37429824738,3841.4138294071745,47402.344612178335,1945.6118412814787
skas_12s_950,8.714697303,1..23,200,50,375,168,64181.83745185145,2292.531344144017,36565.35540440376,1580.4060874500094
skas_12s_950+,8.714697303,1..23,200,50,375,168,74960.8259557254,2703.391827476582,48674.512209903114,2034.493021611715
skas_12s_950,5.632140943,1..23,200,50,245,38,94266.92792455555,3466.173674657019,38324.64882998464,1610.868963254102
skas_12s_950+,5.632140943,1..23,200,50,245,38,96581.69523824671,3548.0672093059484,48309.087750679166,2053.674916071185
skas_12s_950,6.052847272,1..23,200,50,264,57,79227.34190656996,2963.9948780760733,41023.9680651545,1679.0337720860066
skas_12s_950+,6.052847272,1..23,200,50,264,57,93213.74561678896,3528.1780830787757,52789.398606989744,2181.416651937334
skas_12s_950,6.409232615,1..23,200,50,299,92,56967.67978604226,2150.467721142692,37783.06009544119,1671.9343745467531
skas_12s_950+,6.409232615,1..23,200,50,299,92,66841.53676891096,2542.970769024376,51153.971299494566,2228.4811293541297
skas_12s_950,7.123890743,1..23,200,50,310,103,67750.75270498675,2741.7069776380986,38903.49249186605,1594.5076476224517
skas_12s_950+,7.123890743,1..23,200,50,310,103,74490.38708771791,3009.2865049752636,49255.86482545254,1987.4624921026095
skas_12s_950,4.732742792,1..23,200,50,210,3,95154.82235205114,3612.3066999285647,38343.575858423545,1580.9147493667547
skas_12s_950+,4.732742792,1..23,200,50,210,3,100363.91513672004,3779.3633549895867,49354.19280073433,1990.967873107098
skas_12s_950,5.282920787,1..23,200,50,228,21,61647.07377196765,2305.0023031423743,38734.6668941624,1642.9997106054302
skas_12s_950+,5.282920787,1..23,200,50,228,21,65834.60558488348,2433.2320908248985,50280.816768948425,2115.821730398836
skas_12s_950,8.474121689,1..23,200,50,378,171,65662.08833596738,2444.964929370707,36982.459715676174,1512.7053444445319
skas_12s_950+,8.474121689,1..23,200,50,378,171,69940.53628893865,2608.1685203023653,48070.68556933528,1912.7417887527865
skas_12s_950,5.355190625,1..23,200,50,236,29,62994.77542590687,2205.7027565853623,39668.42924083255,1656.4294681412905
skas_12s_950+,5.355190625,1..23,200,50,236,29,71889.96994401308,2542.7347866997,49775.6542055165,2078.1670194599124
skas_12s_950,8.202842671,1..23,200,50,355,148,63978.63072132628,2196.8220066536624,36659.09354899241,1484.548584860114
skas_12s_950+,8.202842671,1..23,200,50,355,148,81182.70455069136,2761.553560285684,48463.692781802085,1955.4769528750805
skas_12s_950,9.797206599,1..23,200,50,421,214,105040.6129475036,3681.3056058734296,39524.7268775286,1683.3186803348206
skas_12s_950+,9.797206599,1..23,200,50,421,214,114717.60020076814,4049.670624635922,51624.95577522384,2121.37775240513
skas_12s_950,7.433953034,1..23,200,50,327,120,62103.58980223875,2368.511060335902,37383.44580265832,1604.8552102656179
skas_12s_950+,7.433953034,1..23,200,50,327,120,71304.38584470317,2747.244428510168,50358.340710354314,2098.9735394862932
skas_12s_950,9.069857527,1..23,200,50,400,193,86222.57557002666,3330.500972080991,36835.457419390594,1561.4132538087663
skas_12s_950+,9.069857527,1..23,200,50,400,193,90454.70449622376,3514.8681462298177,49135.7576222183,2046.8850119791964
skas_12s_950,7.427392408,1..23,200,50,326,119,85838.78547582308,3057.065686831996,38217.148658925944,1538.9387079179444
skas_12s_950+,7.427392408,1..23,200,50,326,119,94154.00757198206,3377.791355455443,50445.99242972552,1974.3140867531258
skas_12s_950,19.749860308,1..23,200,50,864,657,83430.52336582114,3076.3908598073167,35828.45932776247,1538.072856762963
skas_12s_950+,19.749860308,1..23,200,50,864,657,93106.34024620475,3445.2587722326716,47577.62654834883,1954.4455302747838
skas_12s_950,7.328980869,1..23,200,50,312,105,61710.95973232424,2360.0311463307507,40515.56876911373,1702.528969171799
skas_12s_950+,7.328980869,1..23,200,50,312,105,69641.41936110106,2661.5549120776104,53204.88185035544,2185.429012727939
skas_12s_950,7.945105695,1..23,200,50,344,137,77363.95332820686,2702.3152507303257,37949.08736216773,1653.520177071283
skas_12s_950+,7.945105695,1..23,200,50,344,137,90291.76063391917,3148.3928341241553,53702.999200702354,2290.030354996364
skas_12s_950,10.629195193,1..23,200,50,460,253,74665.71820218032,2972.805789853749,38718.40143892544,1630.0193010101204
skas_12s_950+,10.629195193,1..23,200,50,460,253,82111.70310217787,3272.244259708303,51976.27731350628,2207.277282298655
skas_12s_950,8.348524188,1..23,200,50,354,147,90035.56520047439,3242.1062390054567,37693.66209694989,1586.8532598214654
skas_12s_950+,8.348524188,1..23,200,50,354,147,101090.1500259009,3711.548700512656,48045.03095914837,1951.002681690977
skas_12s_950,22.79997907,1..23,200,50,988,781,90941.06695539466,3554.650691409617,35120.62271317143,1455.1344439784127
skas_12s_950+,22.79997907,1..23,200,50,988,781,106531.37270722401,4087.247258768636,49412.0437946744,1997.4390556175272
skas_12s_950,12.313681628,1..23,200,50,525,318,56928.90188981299,2227.34844688906,38023.15913063622,1560.8877571218184
skas_12s_950+,12.313681628,1..23,200,50,525,318,69513.00959927218,2688.2051669358484,51128.51950096124,2071.180601889147
skas_12s_950,11.448533587,1..23,200,50,479,272,55045.4962569469,2113.6220502174174,37214.09586733139,1463.0211129858271
skas_12s_950+,11.448533587,1..23,200,50,479,272,60952.5613136926,2322.4339196722417,49960.247508381275,1921.0822512302407
skas_12s_950,8.157290329,1..23,200,50,340,133,61540.276801286425,2110.5059300334847,38794.46755627386,1613.4506314818755
skas_12s_950+,8.157290329,1..23,200,50,340,133,74554.50153948495,2567.5448725956967,47139.35249141369,1965.276693765213
skas_12s_950,13.276561776,1..23,200,50,574,367,64632.76984925055,2367.085181434294,36853.17860012005,1557.1229352429275
skas_12s_950+,13.276561776,1..23,200,50,574,367,72015.03628136497,2679.5019812113947,48148.94366160059,1938.0180596688838
skas_12s_950,5.582690938,1..23,200,50,243,36,65441.272986927936,2492.498619535282,38053.03699748864,1600.9637797532232
skas_12s_950+,5.582690938,1..23,200,50,243,36,70347.73939486613,2663.0300165528997,50638.26188634019,2076.080978519707
skas_12s_950,16.555227513,1..23,200,50,719,512,77286.3759181906,2942.8819201087217,35032.050113613666,1502.200173957104
skas_12s_950+,16.555227513,1..23,200,50,719,512,81597.49840459797,3125.228019255892,48186.23759472949,1980.5472408648554
skas_12s_950,7.016677655,1..23,200,50,308,101,72797.09909531222,2624.884639821392,38374.30035261751,1667.1784153020226
skas_12s_950+,7.016677655,1..23,200,50,308,101,81451.53857015395,2935.5348805780723,49238.600362589474,2097.7166442914395
skas_12s_950,11.168699654,1..23,200,50,477,270,90210.53037323455,3288.361457566805,36132.38891896984,1547.4278656589786
skas_12s_950+,11.168699654,1..23,200,50,477,270,101192.30701615883,3722.711972645685,47702.00763711995,2012.6496580721644
skas_12s_950,7.130606089,1..23,200,50,312,105,76064.62809879651,2753.096546028457,37634.00351910818,1471.3666734590538
skas_12s_950+,7.130606089,1..23,200,50,312,105,81467.48570953666,2956.527686656019,51956.14414266226,2013.814453626822
skas_12s_950,9.631563216,1..23,200,50,428,221,77671.4759874103,2804.802272491901,38518.36669540587,1688.5717615087192
skas_12s_950+,9.631563216,1..23,200,50,428,221,84573.46172990654,3098.0551669299025,51203.31445399514,2249.828520251491
skas_12s_950,7.686055763,1..23,200,50,337,130,66685.63458921594,2524.937209750852,38086.337229486235,1619.0186587285204
skas_12s_950+,7.686055763,1..23,200,50,337,130,70439.5434773366,2687.9994575935816,49769.231609636816,2075.568417265218
skas_12s_950,4.839378786,1..23,200,50,212,5,108331.41051295283,3870.9705150276714,41498.55897070405,1769.7125018355605
skas_12s_950+,4.839378786,1..23,200,50,212,5,121834.31870459503,4372.321061751477,50012.40657750693,2107.1398085850774
skas_12s_950,10.953851231,1..23,200,50,479,272,54609.76294669611,2047.9765595981246,37272.74518412864,1546.986112525953
skas_12s_950+,10.953851231,1..23,200,50,479,272,65202.179947860976,2430.47790371878,51746.663182977914,2057.7758235949423
skas_12s_950,5.869790016,1..23,200,50,245,38,84638.93464604748,3015.2181050384415,37473.56955812603,1531.4600337525019
skas_12s_950+,5.869790016,1..23,200,50,245,38,96286.26260345824,3460.294497071165,49277.3151840495,1981.968873354193
skas_12s_950,7.686666587,1..23,200,50,352,145,73304.074504398,2727.4829541727727,38704.28002056954,1547.6656058621868
skas_12s_950+,7.686666587,1..23,200,50,352,145,79779.25101478983,2941.5952276854605,48747.344320714314,1964.871736470324
skas_12s_950,6.48447484,1..23,200,50,278,71,86583.45460319547,2918.92538959644,36392.68416240358,1500.2371569726354
skas_12s_950+,6.48447484,1..23,200,50,278,71,90951.00531610947,3100.2956378663794,46483.80471301236,1897.0153631735102
skas_12s_950,12.442442629,1..23,200,50,549,342,90322.65126639062,3656.372473960171,38298.10287670115,1613.4633901244804
skas_12s_950+,12.442442629,1..23,200,50,549,342,93671.74273816636,3781.5014677802046,50606.214394850234,2078.279617839193
skas_12s_950,4.828777482,1..23,200,50,210,3,67352.090301559,2241.6967400508634,38319.36439523953,1627.022111825769
skas_12s_950+,4.828777482,1..23,200,50,210,3,76568.40526158734,2572.7382980043135,47115.37076555835,1998.5041960766653
skas_12s_950,10.753087497,1..23,200,50,479,272,101530.59474364134,3645.53523804438,37083.86105631473,1639.8255761918351
skas_12s_950+,10.753087497,1..23,200,50,479,272,115848.64743226023,4190.124975799178,46469.996076969226,2020.8686582553198
skas_12s_950,7.026008383,1..23,200,50,315,108,73454.99502940598,2580.0384474232037,37475.95361547406,1554.8070399284493
skas_12s_950+,7.026008383,1..23,200,50,315,108,82458.65115977601,2910.758532072459,51009.61948207847,2045.5416522566452
skas_12s_950,6.478591813,1..23,200,50,288,81,50375.121619479774,2032.3212033955197,38092.838786924185,1579.0778323090265
skas_12s_950+,6.478591813,1..23,200,50,288,81,63122.26323457348,2504.315722400103,52968.92158650973,2177.6549466815563
skas_12s_950,5.297771967,1..23,200,50,226,19,71646.3461612393,2516.5767532064497,37355.57252785579,1513.6221013049474
skas_12s_950+,5.297771967,1..23,200,50,226,19,84801.22969711025,2947.79400343599,47255.96707513119,1885.518562440734
skas_12s_950,10.043858152,1..23,200,50,429,222,67991.17579798384,2501.8465035298523,36001.09036747537,1509.0849254058085
skas_12s_950+,10.043858152,1..23,200,50,429,222,84873.39938891966,3079.3956120020357,48022.72426586445,1957.8650507655148
skas_12s_950,10.151362687,1..23,200,50,451,244,63819.56574867253,2277.578175412189,38765.16792807319,1643.7530579157578
skas_12s_950+,10.151362687,1..23,200,50,451,244,73750.36372628727,2598.367015487228,49354.521938231424,2056.361012098133
skas_12s_950,8.878375415,1..23,200,50,381,174,84881.77651038342,3283.2409406604356,36617.70138499226,1512.8017570468323
skas_12s_950+,8.878375415,1..23,200,50,381,174,94863.04556803519,3622.294702994274,46456.26662282911,1907.0542115753244
skas_12s_950,12.014357613,1..23,200,50,527,320,79913.9025981372,2887.3433586623446,38159.30949930763,1589.7311123201853
skas_12s_950+,12.014357613,1..23,200,50,527,320,88121.15294518453,3178.8268634129486,48383.05817596356,1973.2124829257964
skas_12s_950,9.595966751,1..23,200,50,407,200,95854.53480362926,3574.2859177858754,37491.10969178425,1557.5683404362508
skas_12s_950+,9.595966751,1..23,200,50,407,200,109290.30523963811,4095.072969226204,48673.58999995132,2017.4951634492465
skas_12s_950,6.026599326,1..23,200,50,261,54,78377.07537097785,2962.2318549779025,38163.54013153637,1512.7061948929543
skas_12s_950+,6.026599326,1..23,200,50,261,54,85709.7861620373,3245.9605021677057,47813.93836544416,1850.0716730399283
skas_12s_950,6.743737699,1..23,200,50,290,83,61578.09113708649,2333.3261732813526,37176.56439077888,1564.0029450528525
skas_12s_950+,6.743737699,1..23,200,50,290,83,69602.5786668839,2651.327509225964,49104.43650102861,2026.0166061748464
skas_12s_950,6.944808883,1..23,200,50,299,92,102963.82598868405,3717.4305330543143,37360.34874882663,1582.927337072283
skas_12s_950+,6.944808883,1..23,200,50,299,92,108760.20418908547,3933.8977116723745,51142.68798337018,2117.870516960354
skas_12s_950,8.003279194,1..23,200,50,351,144,90669.82952344563,3276.4115444897993,38686.701150329354,1543.5174327976251
skas_12s_950+,8.003279194,1..23,200,50,351,144,102471.09595559772,3659.0420391298894,50497.856253208265,2010.4858098069105
skas_12s_950,11.550795378,1..23,200,50,506,299,103271.13070460729,3782.850401245966,36611.69755601638,1447.7312461999986
skas_12s_950+,11.550795378,1..23,200,50,506,299,112240.49265003028,4113.6756064687925,48246.18751314434,1905.123371572246
skas_12s_950,5.611165759,1..23,200,50,237,30,74740.36355213748,2820.8334233168625,39351.92016459056,1683.8676490322391
skas_12s_950+,5.611165759,1..23,200,50,237,30,79535.79897008638,3022.761447818538,53335.955865533455,2197.8532056507443
skas_12s_950,12.91658164,1..23,200,50,554,347,76467.70740883224,2732.429154432676,39730.40877072343,1625.3105020088865
skas_12s_950+,12.91658164,1..23,200,50,554,347,87637.43225986064,3137.992476820853,50458.44161509144,2019.117279191197
skas_12s_950,8.357466777,1..23,200,50,375,168,59163.069260263896,2403.454350253155,38961.67818022267,1557.79651235688
skas_12s_950+,8.357466777,1..23,200,50,375,168,65576.58048952154,2585.544474293131,55182.32678357205,2139.972038572041
skas_12s_950,4.993870552,1..23,200,50,217,10,55386.07019875583,2131.924123611422,39471.55208197987,1666.731489645505
skas_12s_950+,4.993870552,1..23,200,50,217,10,63580.801980034696,2413.2699917930936,53927.770157119616,2234.6529950015515
skas_12s_950,9.197400892,1..23,200,50,392,185,90094.33627250725,3560.153080266138,38558.321443115055,1606.0046010007497
skas_12s_950+,9.197400892,1..23,200,50,392,185,99409.87111958185,3936.618272794402,46932.981604963315,1966.636004895968
skas_12s_950,8.389316675,1..23,200,50,355,148,78376.84380707482,3043.08019537758,39066.83257611813,1610.2614059324212
skas_12s_950+,8.389316675,1..23,200,50,355,148,88633.40802173172,3500.137613316613,51948.746159397386,2111.4097801867883
skas_12s_950,5.040524872,1..23,200,50,215,8,77945.7450006799,2856.0693021817883,41125.92414432057,1707.503822887521
skas_12s_950+,5.040524872,1..23,200,50,215,8,90397.308448183,3229.803457222595,51111.240942436176,2104.499421039951
skas_12s_950,11.021739832,1..23,200,50,472,265,100307.98803628933,3606.212731450285,37188.87387393051,1632.7778445486358
skas_12s_950+,11.021739832,1..23,200,50,472,265,110336.41943637888,3989.648091415504,51424.88621561462,2192.709959494042
skas_12s_950,7.174002137,1..23,200,50,327,120,82121.41723452674,3008.041517362368,36098.20641242279,1465.796721622174
skas_12s_950+,7.174002137,1..23,200,50,327,120,92075.87976590896,3418.829581573246,48258.157675203714,1943.3038863847908
skas_12s_950,5.770727225,1..23,200,50,251,44,75194.86586384138,3120.7913811359504,39931.41228425362,1651.137950177109
skas_12s_950+,5.770727225,1..23,200,50,251,44,82584.77000979912,3442.105316940268,49207.888854851466,2027.15347455723
skas_12s_950,9.838814907,1..23,200,50,429,222,66202.44974922977,2215.96266771614,37928.709344093055,1624.1592875680865
skas_12s_950+,9.838814907,1..23,200,50,429,222,79006.65650298184,2742.0906526994986,45261.43798428028,1903.9778813945945
skas_12s_950,18.291193337,1..23,200,50,807,600,78550.8850333572,2968.7721696317994,38154.356996139366,1612.3859973048334
skas_12s_950+,18.291193337,1..23,200,50,807,600,91286.37236108708,3531.35026695185,49827.483339126105,2053.02994914361
skas_12s_950,8.442543525,1..23,200,50,369,162,86277.4321432966,3223.2580103918367,38770.902077691935,1541.3686495971933
skas_12s_950+,8.442543525,1..23,200,50,369,162,94087.63168668153,3490.984438705796,48192.437023341685,1905.3219837868537
skas_12s_950,18.781970578,1..23,200,50,834,627,67646.66125617723,2399.2216524296914,36454.914732003126,1473.1641242726946
skas_12s_950+,18.781970578,1..23,200,50,834,627,72308.44245856666,2575.2002866991534,49480.7751756629,1964.7569483663533
skas_12s_950,6.923545119,1..23,200,50,299,92,69755.62574873774,2609.3209692759624,38520.834800430246,1625.270413713436
skas_12s_950+,6.923545119,1..23,200,50,299,92,84869.91203388805,3216.490790453542,50617.38437469871,2126.322143521328
skas_12s_950,16.456326102,1..23,200,50,699,492,79385.9087431551,2784.9378448736256,35913.30048810686,1461.0603795925551
skas_12s_950+,16.456326102,1..23,200,50,699,492,90202.21280845556,3237.689683127482,48727.32684131535,1977.4637871517061
skas_12s_950,6.958375989,1..23,200,50,306,99,90889.52217487832,3101.195690755714,38589.28816552516,1570.7871241735663
skas_12s_950+,6.958375989,1..23,200,50,306,99,99661.77788349085,3447.756087156381,52803.918642116616,2146.385114445572
skas_12s_950,6.134171747,1..23,200,50,269,62,66186.86715236348,2313.2443120520347,39106.125749299776,1568.131898836341
