dataset,duration,neighbours,max_duration,max_duration_ls,iterations,best_iteration,initial_costs,initial_distance,best_costs,best_distance
skas_10t,92.495334963,1..23,90,5,18,15,60598.84460014028,3087.9799713935377,25779.570865146503,1501.4968351444961
skas_10t,92.411311826,1..23,90,5,18,3,55427.85290985851,2930.7268071914436,25045.072880874966,1531.9161681444432
skas_10t,92.705884034,1..23,90,5,18,3,51611.07658898546,2582.9531028916854,23878.136117307262,1483.0926947495936
skas_10t,92.593600791,1..23,90,5,18,17,44167.373885953566,2449.4604948629726,24037.36041324541,1436.9710151357542
skas_10t,92.516827717,1..23,90,5,18,8,37444.37588108588,1865.942094480872,21130.7274944314,1450.1436870439607
skas_10t,92.728756085,1..23,90,5,18,3,49673.101393349105,2358.3239286527946,22952.918277225846,1407.8003003330375
skas_10t,92.674361345,1..23,90,5,18,4,36447.187579353245,2356.5233172219223,24413.64685130945,1602.362835995684
skas_10t,92.308786121,1..23,90,5,18,3,35729.00199981531,1779.9710717980745,25802.63628222242,1482.7909647879067
skas_10t,92.378856732,1..23,90,5,18,11,50817.757104134806,2803.6872916694783,21120.56368175313,1482.1612023604432
skas_10t,92.757744998,1..23,90,5,18,3,46987.452514135206,2561.1194117804353,23599.917460093995,1462.3543560719525
skas_10t,92.585282399,1..23,90,5,18,6,49123.14888529322,2449.4596691671304,23224.873412593366,1289.869568486536
skas_10t,92.718093363,1..23,90,5,18,8,63613.80568293269,3184.281591245705,22627.528016801443,1408.191210467649
skas_10t,92.479670746,1..23,90,5,18,12,36666.94384274605,2341.0564088626165,25303.83232442011,1443.041957728672
skas_10t,92.589091474,1..23,90,5,18,17,32912.94841545512,1963.1961610766023,24921.32359760544,1621.3275173370275
skas_10t,92.407896668,1..23,90,5,18,6,37894.07954287421,2012.2920733857097,24965.87450501333,1546.9815827620619
skas_10t,92.50086692,1..23,90,5,18,5,41179.06912369886,2240.2089804067055,23769.64503846078,1357.6297970165558
skas_10t,92.473382225,1..23,90,5,18,5,55161.61399127219,2762.76738234606,21647.329436872325,1338.7980342788233
skas_10t,92.283590257,1..23,90,5,18,12,40132.52666623956,2076.551000421595,22512.81403256364,1530.4486498704894
skas_10t,92.367056077,1..23,90,5,18,9,34073.871320839324,1686.8404689703164,21152.022751825876,1419.208990952112
skas_10t,92.553930832,1..23,90,5,18,17,48935.45385030077,2508.8930155602307,22282.37067286434,1471.1935469959112
skas_10t,92.556203055,1..23,90,5,18,5,48476.76616126019,2618.6060779056525,22956.818523383237,1559.2119908992747
skas_10t,92.642948582,1..23,90,5,18,4,39688.05303057094,2307.7911619887955,22406.122590334704,1295.538687260047
skas_10t,92.640874553,1..23,90,5,18,5,38806.29787712361,2268.3844158273214,23738.81572841003,1446.3865344912954
skas_10t,92.535089848,1..23,90,5,18,16,48031.31666562761,2473.5203263465105,21496.46895061862,1204.167315226898
skas_10t,92.581174406,1..23,90,5,18,9,36475.82751376156,2032.3850801168498,23751.057099861086,1447.3311840325096
skas_10t,92.603700442,1..23,90,5,18,18,33031.89129538246,2051.0933994381385,25199.880003551487,1598.419707118936
skas_10t,92.514215447,1..23,90,5,18,5,41327.06231940542,2336.568204566481,25106.709141802872,1539.7538470799911
skas_10t,92.451289795,1..23,90,5,18,17,44147.648367786795,2333.299793903836,21329.294105370926,1424.7058535819426
skas_10t,92.609230805,1..23,90,5,18,10,53982.4945502372,2890.7173360692,20293.170666400976,1391.790714080349
skas_10t,92.496650832,1..23,90,5,18,3,38858.239094417375,2375.347076605606,26217.49036386296,1556.0802783482102
skas_10t,92.534759243,1..23,90,5,18,11,40250.040604246235,1996.1752436076977,25765.042869108842,1428.137713582746
skas_10t,92.725018078,1..23,90,5,18,9,55260.66779581436,2994.7192447068437,25248.7788844868,1855.3504129091186
skas_10t,92.585605541,1..23,90,5,18,18,36143.168592487295,1832.2456482766252,23623.097438720994,1578.6335258907086
skas_10t,92.751729661,1..23,90,5,18,11,27709.091836217285,1653.6030210236547,22960.792546948385,1532.481501119568
skas_10t,92.546281332,1..23,90,5,18,9,57000.43565475333,2735.2067164569166,22846.28371910584,1366.7109026474795
skas_10t,92.600440911,1..23,90,5,18,8,40256.16638085261,1944.9468116687835,24541.594148537148,1545.5436956655715
skas_10t,92.391379963,1..23,90,5,18,14,40101.98749091792,2330.108888309029,24612.691501449943,1430.5030685428073
skas_10t,92.29354741,1..23,90,5,18,6,47182.17873034452,2178.937620508457,25906.701575562212,1660.03244394511
skas_10t,92.658619529,1..23,90,5,18,8,53365.65803364904,2818.0433727021787,23296.95574285813,1413.2819065958795
skas_10t,92.246853227,1..23,90,5,18,3,39726.81338045949,2403.9912943213053,25160.622124856123,1740.7482528939681
skas_10t,92.814833685,1..23,90,5,18,5,54386.739871522004,2839.7774755471664,24432.898215682057,1661.21953077052
skas_10t,92.75883642,1..23,90,5,18,14,53288.221460933404,2704.2062797114377,24133.719507750196,1535.0764228354924
skas_10t,92.658260204,1..23,90,5,18,6,40554.697622333406,2260.229769617873,23988.376411428075,1520.629726393461
skas_10t,92.314156444,1..23,90,5,18,3,42739.947027576556,2269.3922894032116,22268.618666469545,1479.7886256550787
skas_10t,92.502604066,1..23,90,5,18,6,33973.57695544693,1998.946520224119,25418.077354983543,1644.0011971935298
skas_10t,92.545333083,1..23,90,5,18,2,48087.03417325897,3184.5301007453263,26101.213850681666,1586.4865855078067
skas_10t,92.717526988,1..23,90,5,18,16,42714.23310957262,2188.818662918188,22086.741933775378,1375.8416907900432
skas_10t,92.586051021,1..23,90,5,18,8,44886.54214467523,2348.977966483985,24093.547714002612,1516.5394310656231
skas_10t,92.210691435,1..23,90,5,18,9,46187.60256425141,2668.502183031365,23978.715493640073,1500.0792961094753
skas_10t,92.649535264,1..23,90,5,18,16,41613.627339444814,2414.0462527827594,23486.915505544548,1414.0975952769236
skas_10t,92.430046029,1..23,90,5,18,12,36236.71842848079,2049.2156513939103,22797.597722968625,1436.2524163449611
skas_10t,92.404488191,1..23,90,5,18,9,48384.60227816873,2617.0146975821253,22547.914789491075,1313.6403712504066
skas_10t,92.43925911,1..23,90,5,18,11,34226.12292829606,1841.8649338539165,24762.633411632178,1601.1977793240092
skas_10t,92.612393576,1..23,90,5,18,3,38682.72140895384,2001.8862797257673,25431.730050884536,1517.7445986998987
skas_10t,92.474608029,1..23,90,5,18,6,38949.9656690973,1927.3844588327331,23969.326838325745,1484.686126412774
skas_10t,92.471832636,1..23,90,5,18,18,60240.24649784748,3329.722847655991,21620.3746699662,1370.6376580945348
skas_10t,92.385001636,1..23,90,5,18,13,34267.19478765701,1900.9297784705882,22601.035335856355,1509.596264722037
skas_10t,92.757890509,1..23,90,5,18,7,42554.258861432565,2184.566223139995,22159.644659498008,1478.7353709458582
skas_10t,92.31342864,1..23,90,5,18,6,42675.66379526647,2586.791947902442,23248.19702355436,1348.4698602077226
skas_10t,92.442889976,1..23,90,5,18,17,40167.00353477366,2365.5267886013294,23588.445590105952,1504.6017100235806
skas_10t,92.39398707,1..23,90,5,18,12,34750.47060354068,1775.0852069294453,20412.575145298084,1385.4466599524446
skas_10t,92.426738118,1..23,90,5,18,11,51887.56659233142,2738.305198867371,20403.20248011694,1208.4872627894788
skas_10t,92.207019015,1..23,90,5,18,8,48301.79547399767,2662.7672310342573,21324.741716983437,1348.5362736923603
skas_10t,92.718942148,1..23,90,5,18,18,54924.26586335302,2802.5528531792124,23243.266478026562,1463.311385799216
skas_10t,92.497280228,1..23,90,5,18,10,43667.25925167022,2239.684663262895,23300.671761775822,1438.2959082872853
skas_10t,92.394226935,1..23,90,5,18,18,50486.702380181654,2497.1764939857526,24097.26538892284,1487.0718482164302
skas_10t,92.510366113,1..23,90,5,18,15,61901.74775569909,3289.776906419904,20240.030521534954,1311.6783792680772
skas_10t,92.747733881,1..23,90,5,18,13,45245.65790755567,2338.6264894006968,22993.054387402422,1428.8291615026085
skas_10t,92.48072316,1..23,90,5,18,4,44222.08726396018,2250.5414295340875,22989.84432207294,1583.7787846834358
skas_10t,92.529739696,1..23,90,5,18,12,34182.441935781615,2195.4856740687883,23707.74773726092,1454.9311836459158
skas_10t,92.537581739,1..23,90,5,18,1,30569.583121098167,1869.2451138255126,23418.384734499614,1563.4056264683645
skas_10t,92.641720629,1..23,90,5,18,14,44394.97826805759,2408.3586669025226,23463.413790173105,1359.5316546346141
skas_10t,92.512765189,1..23,90,5,18,13,52080.45790766953,2600.897456076143,23424.75214436391,1418.6915261956985
skas_10t,92.54367463,1..23,90,5,18,18,32382.379646863137,2067.0649146584256,21045.258924644666,1227.5565920201532
skas_10t,92.345979683,1..23,90,5,18,4,39095.60934678801,2369.7836343804483,20295.7924927235,1345.111040836818
