dataset,duration,neighbours,max_no_improv,max_no_improv_ls,iterations,best_iteration,initial_costs,initial_distance,best_costs,best_distance
skas_12s,8.093,1..23,200,50,242,35,67011.92707650198,2425.1608984686013,40385.637826077436,1633.8376564458397
skas_12s+,8.093,1..23,200,50,242,35,77789.18248980615,2831.2202964403714,53719.72972010265,2158.303406977841
skas_12s,11.887,1..23,200,50,378,171,71789.30440440304,2752.208343267669,40413.931882959725,1681.5700092417387
skas_12s+,11.887,1..23,200,50,378,171,79547.57018531996,3032.759642678445,47627.151109108774,1990.3014930957643
skas_12s,12.084,1..23,200,50,380,173,84393.09321209397,3146.9415204895745,38538.26481218375,1565.4161119292057
skas_12s+,12.084,1..23,200,50,380,173,89837.23247596131,3366.29326907913,49206.76993721951,2021.0780041537325
skas_12s,16.687,1..23,200,50,522,315,67629.06975820544,2471.5305231762486,35378.69998043715,1510.6223317774484
skas_12s+,16.687,1..23,200,50,522,315,73924.22115355181,2692.2668504882054,47837.291310978835,1984.651175084724
skas_12s,8.291,1..23,200,50,274,67,71886.0917092059,2604.994362995546,42546.324515673216,1797.042483272919
skas_12s+,8.291,1..23,200,50,274,67,79542.70038363601,2869.431671801372,55585.13965608789,2288.7612022357425
skas_12s,18.405,1..23,200,50,584,377,86102.83486207548,3431.8099157769857,36723.796883541065,1495.4923358078897
skas_12s+,18.405,1..23,200,50,584,377,93740.24939510912,3693.811785575148,48284.4273467788,1956.7940852027816
skas_12s,8.389,1..23,200,50,260,53,78456.82589646493,2982.890807802984,38171.16425460265,1625.5815158758203
skas_12s+,8.389,1..23,200,50,260,53,86215.61757517346,3286.3968743492173,46275.320777957575,1971.2893344076372
skas_12s,9.904,1..23,200,50,310,103,65965.72354617609,2570.75944467458,37029.57401638121,1576.6981486934474
skas_12s+,9.904,1..23,200,50,310,103,77400.57660286622,3009.3325715546243,48509.11163930474,2000.1473112738124
skas_12s,10.585,1..23,200,50,327,120,87153.61630492716,3063.162210955314,38019.08230308615,1528.039508839669
skas_12s+,10.585,1..23,200,50,327,120,91044.85202090807,3177.012006153817,46476.87997661702,1855.9373049921555
skas_12s,8.916,1..23,200,50,277,70,72152.08548545981,2762.6057775099966,39226.41260240561,1686.8461256500825
skas_12s+,8.916,1..23,200,50,277,70,81391.38896345299,3103.6333438744664,52889.37173492494,2244.9610126522425
skas_12s,12.806,1..23,200,50,393,186,66257.56232783277,2511.996407470141,38793.397365730256,1608.1308049772015
skas_12s+,12.806,1..23,200,50,393,186,78866.73156592897,3035.9686758456924,50534.057997146025,2034.46306512218
skas_12s,6.637,1..23,200,50,213,6,47961.56104853006,1848.0721357832088,42114.05132933993,1662.6062686476762
skas_12s+,6.637,1..23,200,50,213,6,58632.30258395638,2253.5988828083296,52113.052566488965,2065.669817888206
skas_12s,6.929,1..23,200,50,221,14,97137.21113293759,3538.105074930838,38008.742954573,1672.6796664163421
skas_12s+,6.929,1..23,200,50,221,14,108876.05749161015,3942.0168796905036,50376.03629225157,2171.2806482506653
skas_12s,13.112,1..23,200,50,405,198,66681.91435825148,2643.9023384192033,37772.71904933751,1583.7004205030205
skas_12s+,13.112,1..23,200,50,405,198,73822.28877395138,2904.022123753586,53189.17284162091,2206.6329700570645
skas_12s,14.319,1..23,200,50,435,228,59943.69620700722,2009.2149620187113,36011.89945542411,1541.8292988711078
